no,건축년도,보증금.만원.,거래금액.만원.,전세가율,주택유형,본번,부번,층,도로명,단지명,전용면적,시군구,법정동,지번,주택인허가_단순,계약유형,임대구분,편차,전용면적_그룹,평균 전세가율,위도,경도,위험확률,위험등급
199,1987,18057.14286,37750,47.83349101,아파트,35,0,4,중부대로271번길 27-9,주공,49.94,수원시 영통구,원천동,'35,미상,신규,공공임대,-9.828968988,중형,57.66246,37.27625309,127.0468188,49.10118708,안전
200,1987,23700,43000,55.11627907,아파트,35,0,4,중부대로271번길 27-9,주공,61.52,수원시 영통구,원천동,'35,미상,신규,공공임대,1.848054012,대형,53.26822506,37.27625309,127.0468188,48.22894417,안전
201,1987,14009.375,27333.33333,51.25381098,아파트,35,0,5,중부대로271번길 27-9,주공,32.39,수원시 영통구,원천동,'35,미상,신규,공공임대,-6.408649018,중형,57.66246,37.27625309,127.0468188,49.1913833,안전
202,1987,16612.95455,34600,48.0143195,아파트,35,0,5,중부대로271번길 27-9,주공,41.3,수원시 영통구,원천동,'35,미상,신규,공공임대,-9.648140498,중형,57.66246,37.27625309,127.0468188,49.10595566,안전
203,1987,17250,40000,43.125,아파트,35,0,5,중부대로271번길 27-9,주공,49.94,수원시 영통구,원천동,'35,미상,신규,공공임대,-14.53746,중형,57.66246,37.27625309,127.0468188,48.9770209,안전
204,1987,28500,52300,54.49330784,아파트,35,0,5,중부대로271번길 27-9,주공,66.38,수원시 영통구,원천동,'35,미상,신규,공공임대,1.225082782,대형,53.26822506,37.27625309,127.0468188,48.21251599,안전
205,1987,15510,26733.33333,58.01745636,아파트,35,0,6,중부대로271번길 27-9,주공,32.39,수원시 영통구,원천동,'35,미상,신규,공공임대,0.354996362,중형,57.66246,37.27625309,127.0468188,49.36974534,안전
206,1987,17100,38300,44.64751958,아파트,35,0,6,중부대로271번길 27-9,주공,41.3,수원시 영통구,원천동,'35,미상,신규,공공임대,-13.01494042,중형,57.66246,37.27625309,127.0468188,49.0171708,안전
207,1987,23190,45000,51.53333333,아파트,35,0,6,중부대로271번길 27-9,주공,61.52,수원시 영통구,원천동,'35,미상,신규,공공임대,-1.734891728,대형,53.26822506,37.27625309,127.0468188,48.13445941,안전
208,1987,24000,70000,34.28571429,아파트,35,0,6,중부대로271번길 27-9,주공,66.56,수원시 영통구,원천동,'35,미상,신규,공공임대,-18.98251077,대형,53.26822506,37.27625309,127.0468188,45.38523252,안전
209,1987,14041.66667,28866.66667,48.64318707,아파트,35,0,7,중부대로271번길 27-9,주공,32.39,수원시 영통구,원천동,'35,미상,신규,공공임대,-9.019272928,중형,57.66246,37.27625309,127.0468188,49.12253934,안전
210,1987,18091.66667,34300,52.74538387,아파트,35,0,7,중부대로271번길 27-9,주공,41.3,수원시 영통구,원천동,'35,미상,신규,공공임대,-4.917076128,중형,57.66246,37.27625309,127.0468188,49.23071712,안전
211,1987,18950,46075,41.12859468,아파트,35,0,7,중부대로271번길 27-9,주공,49.94,수원시 영통구,원천동,'35,미상,신규,공공임대,-16.53386532,중형,57.66246,37.27625309,127.0468188,48.9243743,안전
212,1987,18952.38095,39840,47.57123733,아파트,35,0,8,중부대로271번길 27-9,주공,41.3,수원시 영통구,원천동,'35,미상,신규,공공임대,-10.09122267,중형,57.66246,37.27625309,127.0468188,49.09427128,안전
213,1987,21107.14286,43566.66667,48.44791781,아파트,35,0,8,중부대로271번길 27-9,주공,49.94,수원시 영통구,원천동,'35,미상,신규,공공임대,-9.214542188,중형,57.66246,37.27625309,127.0468188,49.11738994,안전
214,1987,30000,51750,57.97101449,아파트,35,0,8,중부대로271번길 27-9,주공,67.28,수원시 영통구,원천동,'35,미상,신규,공공임대,4.702789432,대형,53.26822506,37.27625309,127.0468188,50.08241178,안전
215,1987,13283.33333,28200,47.10401891,아파트,35,0,9,중부대로271번길 27-9,주공,32.39,수원시 영통구,원천동,'35,미상,신규,공공임대,-10.55844109,중형,57.66246,37.27625309,127.0468188,49.0819504,안전
216,1987,20042.85714,32000,62.63392857,아파트,35,0,9,중부대로271번길 27-9,주공,41.3,수원시 영통구,원천동,'35,미상,신규,공공임대,4.971468572,중형,57.66246,37.27625309,127.0468188,53.7994347,주의
217,1987,16136.36364,28500,56.61881978,아파트,35,0,10,중부대로271번길 27-9,주공,32.39,수원시 영통구,원천동,'35,미상,신규,공공임대,-1.043640218,중형,57.66246,37.27625309,127.0468188,49.33286232,안전
218,1987,16413.84615,28000,58.62087912,아파트,35,0,10,중부대로271번길 27-9,주공,41.3,수원시 영통구,원천동,'35,미상,신규,공공임대,0.958419122,중형,57.66246,37.27625309,127.0468188,49.385658,안전
219,1987,18550,40700,45.57739558,아파트,35,0,10,중부대로271번길 27-9,주공,49.94,수원시 영통구,원천동,'35,미상,신규,공공임대,-12.08506442,중형,57.66246,37.27625309,127.0468188,49.04169228,안전
220,1987,17703.57143,37000,47.84749035,아파트,35,0,11,중부대로271번길 27-9,주공,41.3,수원시 영통구,원천동,'35,미상,신규,공공임대,-9.814969648,중형,57.66246,37.27625309,127.0468188,49.10155626,안전
221,1987,27250,48800,55.84016393,아파트,35,0,11,중부대로271번길 27-9,주공,61.52,수원시 영통구,원천동,'35,미상,신규,공공임대,2.571938872,대형,53.26822506,37.27625309,127.0468188,48.24803353,안전
222,1987,16785.71429,30667.5,54.73453749,아파트,35,0,12,중부대로271번길 27-9,주공,32.39,수원시 영통구,원천동,'35,미상,신규,공공임대,-2.927922508,중형,57.66246,37.27625309,127.0468188,49.28317248,안전
223,1987,17300,34928.57143,49.52965235,아파트,35,0,12,중부대로271번길 27-9,주공,41.3,수원시 영통구,원천동,'35,미상,신규,공공임대,-8.132807648,중형,57.66246,37.27625309,127.0468188,49.14591604,안전
224,1987,24600,42000,58.57142857,아파트,35,0,12,중부대로271번길 27-9,주공,49.94,수원시 영통구,원천동,'35,미상,신규,공공임대,0.908968572,중형,57.66246,37.27625309,127.0468188,49.38435396,안전
225,1987,24666.66667,60000,41.11111111,아파트,35,0,12,중부대로271번길 27-9,주공,61.52,수원시 영통구,원천동,'35,미상,신규,공공임대,-12.15711395,대형,53.26822506,37.27625309,127.0468188,47.85961817,안전
226,1987,15200,27166.66667,55.95092025,아파트,35,0,13,중부대로271번길 27-9,주공,32.39,수원시 영통구,원천동,'35,미상,신규,공공임대,-1.711539748,중형,57.66246,37.27625309,127.0468188,49.31524934,안전
227,1987,17240,35800,48.15642458,아파트,35,0,13,중부대로271번길 27-9,주공,41.3,수원시 영통구,원천동,'35,미상,신규,공공임대,-9.506035418,중형,57.66246,37.27625309,127.0468188,49.10970308,안전
228,1987,22720,49000,46.36734694,아파트,35,0,13,중부대로271번길 27-9,주공,61.52,수원시 영통구,원천동,'35,미상,신규,공공임대,-6.900878118,대형,53.26822506,37.27625309,127.0468188,47.99822875,안전
229,1987,14954.54545,33700,44.3755058,아파트,35,0,14,중부대로271번길 27-9,주공,32.39,수원시 영통구,원천동,'35,미상,신규,공공임대,-13.2869542,중형,57.66246,37.27625309,127.0468188,49.0099976,안전
230,1987,18802.94118,41620,45.1776578,아파트,35,0,14,중부대로271번길 27-9,주공,41.3,수원시 영통구,원천동,'35,미상,신규,공공임대,-12.4848022,중형,57.66246,37.27625309,127.0468188,49.03115092,안전
231,1987,18400,38250,48.10457516,아파트,35,0,14,중부대로271번길 27-9,주공,49.94,수원시 영통구,원천동,'35,미상,신규,공공임대,-9.557884838,중형,57.66246,37.27625309,127.0468188,49.10833576,안전
232,1987,20216.66667,55000,36.75757576,아파트,35,0,14,중부대로271번길 27-9,주공,61.52,수원시 영통구,원천동,'35,미상,신규,공공임대,-16.5106493,대형,53.26822506,37.27625309,127.0468188,45.45041722,안전
233,1987,23000,58000,39.65517241,아파트,35,0,14,중부대로271번길 27-9,주공,67.28,수원시 영통구,원천동,'35,미상,신규,공공임대,-13.61305265,대형,53.26822506,37.27625309,127.0468188,45.52682886,안전
234,1987,11590,27333.33333,42.40243902,아파트,35,0,15,중부대로271번길 27-9,주공,32.39,수원시 영통구,원천동,'35,미상,신규,공공임대,-15.26002098,중형,57.66246,37.27625309,127.0468188,48.95796646,안전
235,1987,17416.66667,41000,42.4796748,아파트,35,0,15,중부대로271번길 27-9,주공,41.3,수원시 영통구,원천동,'35,미상,신규,공공임대,-15.1827852,중형,57.66246,37.27625309,127.0468188,48.96000324,안전
236,1987,20696.15385,41250,50.17249417,아파트,35,0,15,중부대로271번길 27-9,주공,49.94,수원시 영통구,원천동,'35,미상,신규,공공임대,-7.489965828,중형,57.66246,37.27625309,127.0468188,49.16286822,안전
237,1987,22000,47000,46.80851064,아파트,35,0,15,중부대로271번길 27-9,주공,66.56,수원시 영통구,원천동,'35,미상,신규,공공임대,-6.459714418,대형,53.26822506,37.27625309,127.0468188,48.00986255,안전
238,2007,25000,40000,62.5,아파트,36,20,8,송정로76번길 14,가림,95.84,수원시 장안구,정자동,'36-20,미상,신규,불명확,-0.88881381,초대형,63.38881381,37.29525213,127.0054749,51.41284492,안전
239,2019,32400,35000,92.57142857,아파트,36,21,5,송정로76번길 6,예은퍼스트타워,84.97,수원시 장안구,정자동,'36-21,미상,갱신,불명확,31.44268808,대형,61.12874049,37.29549345,127.0053504,58.15381206,주의
240,1982,8840,8400,105.2380952,아파트,36,23,1,송정로 82,송학,31.74,수원시 장안구,정자동,'36-23,미상,신규,불명확,45.07247072,중형,60.16562448,37.29553281,127.0058924,61.89120247,위험
241,1982,7250,11100,65.31531532,아파트,36,23,2,송정로 82,송학,31.74,수원시 장안구,정자동,'36-23,미상,신규,불명확,5.149690844,중형,60.16562448,37.29553281,127.0058924,54.37987259,주의
242,1982,7583.333333,10323.33333,73.45818534,아파트,36,23,3,송정로 82,송학,31.74,수원시 장안구,정자동,'36-23,미상,신규,불명확,13.29256086,중형,60.16562448,37.29553281,127.0058924,54.59460573,주의
243,1982,6666.666667,9976.666667,66.82258603,아파트,36,23,4,송정로 82,송학,31.74,수원시 장안구,정자동,'36-23,미상,신규,불명확,6.656961554,중형,60.16562448,37.29553281,127.0058924,54.41962035,주의
244,1982,10000,18800,53.19148936,아파트,36,23,4,송정로 82,송학,60.07,수원시 장안구,정자동,'36-23,미상,신규,불명확,-7.937251131,대형,61.12874049,37.29553281,127.0058924,48.65253474,안전
245,1982,7125,11850,60.12658228,아파트,36,23,5,송정로 82,송학,31.74,수원시 장안구,정자동,'36-23,미상,신규,불명확,-0.039042196,중형,60.16562448,37.29553281,127.0058924,52.46485583,주의
246,1982,5615.384615,9100,61.70752325,아파트,36,23,6,송정로 82,송학,31.74,수원시 장안구,정자동,'36-23,미상,신규,불명확,1.541898774,중형,60.16562448,37.29553281,127.0058924,52.50654633,주의
247,1985,11000,13000,84.61538462,아파트,41,12,4,장안로103번길 4,경원,41.58,수원시 장안구,정자동,'41-12,미상,신규,불명확,24.44976014,중형,60.16562448,37.2932979,127.0009237,59.05297207,위험
248,1985,13000,11850,109.7046414,아파트,41,12,6,장안로103번길 4,경원,41.58,수원시 장안구,정자동,'41-12,미상,신규,불명확,49.53901692,중형,60.16562448,37.2932979,127.0009237,62.00898839,위험
249,2003,19000,29000,65.51724138,아파트,45,2,4,장안로103번길 37,노블레스,84.4326,수원시 장안구,정자동,'45-2,미상,갱신,불명확,4.388500889,대형,61.12874049,37.29225012,126.9996921,51.4485468,안전
250,2003,23333.33333,31350,74.42849548,아파트,45,2,5,장안로103번길 37,노블레스,84.4326,수원시 장안구,정자동,'45-2,미상,갱신,불명확,13.29975499,대형,61.12874049,37.29225012,126.9996921,51.68354276,안전
251,2003,23000,31350,73.36523126,아파트,45,2,7,장안로103번길 37,노블레스,84.4326,수원시 장안구,정자동,'45-2,미상,갱신,불명확,12.23649077,대형,61.12874049,37.29225012,126.9996921,51.65550374,안전
252,2003,17000,30000,56.66666667,아파트,45,2,8,장안로103번길 37,노블레스,84.4326,수원시 장안구,정자동,'45-2,미상,갱신,불명확,-4.462073821,대형,61.12874049,37.29225012,126.9996921,46.9072012,안전
253,1987,12000,14400,83.33333333,아파트,45,8,4,수성로275번길 45,대성,42.21,수원시 장안구,정자동,'45-8,미상,신규,불명확,23.16770885,중형,60.16562448,37.29212782,127.0008025,59.01916349,위험
254,1987,10106.25,14100,71.67553191,아파트,45,8,5,수성로275번길 45,대성,44.64,수원시 장안구,정자동,'45-8,미상,신규,불명확,11.50990743,중형,60.16562448,37.29212782,127.0008025,54.54759593,주의
255,1998,30000,44800,66.96428571,아파트,50,0,3,매봉로27번길 11,극동,84.39,수원시 영통구,매탄동,'50,미상,신규,불명확,2.787114054,대형,64.17717166,37.26971995,127.0518334,51.52536504,안전
256,1998,31000,30500,101.6393443,아파트,50,0,4,매봉로27번길 11,극동,59.93,수원시 영통구,매탄동,'50,미상,신규,불명확,39.80419888,중형,61.83514542,37.26971995,127.0518334,61.78527561,위험
257,1998,27000,44500,60.6741573,아파트,50,0,4,매봉로27번길 11,극동,84.39,수원시 영통구,매탄동,'50,미상,신규,불명확,-3.503014356,대형,64.17717166,37.26971995,127.0518334,51.35948998,안전
258,1998,22000,40000,55,아파트,50,0,5,매봉로27번길 11,극동,59.93,수원시 영통구,매탄동,'50,미상,신규,불명확,-6.835145416,중형,61.83514542,37.26971995,127.0518334,49.78887547,안전
259,1998,35500,47125,75.33156499,아파트,50,0,6,매봉로27번길 11,극동,84.39,수원시 영통구,매탄동,'50,미상,신규,불명확,11.15439333,대형,64.17717166,37.26971995,127.0518334,53.52420226,주의
260,1998,22000,37500,58.66666667,아파트,50,0,9,매봉로27번길 11,극동,59.93,수원시 영통구,매탄동,'50,미상,신규,불명확,-3.168478746,중형,61.83514542,37.26971995,127.0518334,49.88556801,안전
261,1998,21000,39500,53.16455696,아파트,50,0,10,매봉로27번길 11,극동,59.93,수원시 영통구,매탄동,'50,미상,신규,불명확,-8.670588456,중형,61.83514542,37.26971995,127.0518334,49.74047355,안전
262,1995,17333.33333,20500,84.55284553,아파트,65,0,1,만석로 250-9,영광,59.86,수원시 장안구,송죽동,'65,미상,신규,불명확,17.81587363,중형,66.7369719,37.30801965,127.0038346,57.37354683,주의
263,1995,20000,23033.33333,86.83068017,아파트,65,0,2,만석로 250-9,영광,59.86,수원시 장안구,송죽동,'65,미상,신규,불명확,20.09370827,중형,66.7369719,37.30801965,127.0038346,57.43361491,주의
264,1995,16887.5,22750,74.23076923,아파트,65,0,4,만석로 250-9,영광,59.86,수원시 장안구,송죽동,'65,미상,신규,불명확,7.493797329,중형,66.7369719,37.30801965,127.0038346,54.57158297,주의
265,1995,22000,23937.5,91.90600522,아파트,65,0,5,만석로 250-9,영광,59.86,수원시 장안구,송죽동,'65,미상,신규,불명확,25.16903332,중형,66.7369719,37.30801965,127.0038346,59.20183447,위험
266,1995,21000,36133.33333,58.11808118,아파트,65,0,8,만석로 250-9,영광,84.98,수원시 장안구,송죽동,'65,미상,신규,불명확,-4.584982499,대형,62.70306368,37.30801965,127.0038346,48.77205576,안전
267,1995,13875,24400,56.8647541,아파트,65,0,10,만석로 250-9,영광,59.86,수원시 장안구,송죽동,'65,미상,신규,불명확,-9.872217801,중형,66.7369719,37.30801965,127.0038346,49.80567931,안전
268,1995,20000,22000,90.90909091,아파트,65,0,13,만석로 250-9,영광,59.86,수원시 장안구,송죽동,'65,미상,신규,불명확,24.17211901,중형,66.7369719,37.30801965,127.0038346,59.17554515,위험
269,1995,26000,32250,80.62015504,아파트,65,0,14,만석로 250-9,영광,84.98,수원시 장안구,송죽동,'65,미상,신규,불명확,17.91709136,대형,62.70306368,37.30801965,127.0038346,56.2031644,주의
270,1995,30000,35400,84.74576271,아파트,65,0,17,만석로 250-9,영광,84.98,수원시 장안구,송죽동,'65,미상,신규,불명확,22.04269903,대형,62.70306368,37.30801965,127.0038346,56.31195954,주의
271,1996,19450,23233.33333,83.71592539,아파트,66,0,1,서수원로 607,강남,59.81,수원시 권선구,금곡동,'66,미상,신규,불명확,14.95549786,중형,68.76042753,37.27946645,126.9540991,57.33811401,주의
272,1996,21000,38625,54.36893204,아파트,66,0,1,서수원로 607,강남,84.645,수원시 권선구,금곡동,'66,미상,신규,불명확,-9.274974399,대형,63.64390644,37.27946645,126.9540991,48.6669749,안전
273,1996,17971.42857,26000,69.12087912,아파트,66,0,2,서수원로 607,강남,59.81,수원시 권선구,금곡동,'66,미상,신규,불명확,0.360451587,중형,68.76042753,37.27946645,126.9540991,52.64528271,주의
274,1996,19166.66667,37000,51.8018018,아파트,66,0,2,서수원로 607,강남,84.645,수원시 권선구,금곡동,'66,미상,신규,불명확,-11.84210464,대형,63.64390644,37.27946645,126.9540991,48.59927788,안전
275,1996,28000,49700,56.33802817,아파트,66,0,2,서수원로 607,강남,134.73,수원시 권선구,금곡동,'66,미상,신규,불명확,-9.787230719,초대형,66.12525889,37.27946645,126.9540991,48.7025148,안전
276,1996,15992.85714,24160,66.19560076,아파트,66,0,3,서수원로 607,강남,59.81,수원시 권선구,금곡동,'66,미상,신규,불명확,-2.564826773,중형,68.76042753,37.27946645,126.9540991,52.56814109,주의
277,1996,21750,41166.66667,52.8340081,아파트,66,0,3,서수원로 607,강남,84.645,수원시 권선구,금곡동,'66,미상,신규,불명확,-10.80989834,대형,63.64390644,37.27946645,126.9540991,48.62649788,안전
278,1996,16640,25475,65.31894014,아파트,66,0,4,서수원로 607,강남,59.81,수원시 권선구,금곡동,'66,미상,신규,불명확,-3.441487393,중형,68.76042753,37.27946645,126.9540991,52.54502295,주의
279,1996,23536.36364,34350,68.51925367,아파트,66,0,4,서수원로 607,강남,84.645,수원시 권선구,금곡동,'66,미상,신규,불명확,4.875347231,대형,63.64390644,37.27946645,126.9540991,53.3480785,주의
280,1996,23740,37460,63.37426588,아파트,66,0,5,서수원로 607,강남,84.645,수원시 권선구,금곡동,'66,미상,신규,불명확,-0.269640559,대형,63.64390644,37.27946645,126.9540991,51.43421532,안전
281,1996,17540,25500,68.78431373,아파트,66,0,6,서수원로 607,강남,59.81,수원시 권선구,금곡동,'66,미상,신규,불명확,0.023886197,중형,68.76042753,37.27946645,126.9540991,52.63640725,주의
282,1996,24285.71429,43400,55.95786702,아파트,66,0,6,서수원로 607,강남,84.645,수원시 권선구,금곡동,'66,미상,신규,불명확,-7.686039419,대형,63.64390644,37.27946645,126.9540991,48.7088762,안전
283,1996,18169.23077,26250,69.21611722,아파트,66,0,7,서수원로 607,강남,59.81,수원시 권선구,금곡동,'66,미상,신규,불명확,0.455689687,중형,68.76042753,37.27946645,126.9540991,52.64779421,주의
284,1996,23644.44444,34500,68.53462158,아파트,66,0,8,서수원로 607,강남,84.645,수원시 권선구,금곡동,'66,미상,신규,불명확,4.890715141,대형,63.64390644,37.27946645,126.9540991,53.34848376,주의
285,1996,24300,50000,48.6,아파트,66,0,9,서수원로 607,강남,84.645,수원시 권선구,금곡동,'66,미상,신규,불명확,-15.04390644,대형,63.64390644,37.27946645,126.9540991,48.51484414,안전
286,1996,17833.33333,27216.66667,65.52357624,아파트,66,0,10,서수원로 607,강남,59.81,수원시 권선구,금곡동,'66,미상,신규,불명확,-3.236851293,중형,68.76042753,37.27946645,126.9540991,52.55041935,주의
287,1996,24645,40233.33333,61.25517813,아파트,66,0,10,서수원로 607,강남,84.645,수원시 권선구,금곡동,'66,미상,신규,불명확,-2.388728309,대형,63.64390644,37.27946645,126.9540991,51.3783335,안전
288,1996,21000,25460,82.48232522,아파트,66,0,11,서수원로 607,강남,59.81,수원시 권선구,금곡동,'66,미상,신규,불명확,13.72189769,중형,68.76042753,37.27946645,126.9540991,57.30558313,주의
289,1996,26000,34350,75.69141194,아파트,66,0,11,서수원로 607,강남,84.645,수원시 권선구,금곡동,'66,미상,신규,불명확,12.0475055,대형,63.64390644,37.27946645,126.9540991,53.5372133,주의
290,1996,15550,26075,59.63566635,아파트,66,0,12,서수원로 607,강남,59.81,수원시 권선구,금곡동,'66,미상,신규,불명확,-9.124761183,중형,68.76042753,37.27946645,126.9540991,49.86538755,안전
291,1996,23875,40325,59.20644761,아파트,66,0,12,서수원로 607,강남,84.645,수원시 권선구,금곡동,'66,미상,신규,불명확,-4.437458829,대형,63.64390644,37.27946645,126.9540991,48.79454354,안전
292,1996,40000,59000,67.79661017,아파트,66,0,12,서수원로 607,강남,134.73,수원시 권선구,금곡동,'66,미상,신규,불명확,1.671351281,초대형,66.12525889,37.27946645,126.9540991,51.53444908,안전
293,1996,15590,26500,58.83018868,아파트,66,0,13,서수원로 607,강남,59.81,수원시 권선구,금곡동,'66,미상,신규,불명확,-9.930238853,중형,68.76042753,37.27946645,126.9540991,49.84414653,안전
294,1996,25333.33333,37111.11111,68.26347305,아파트,66,0,13,서수원로 607,강남,84.645,수원시 권선구,금곡동,'66,미상,신규,불명확,4.619566611,대형,63.64390644,37.27946645,126.9540991,53.34133338,주의
295,1996,15350,35000,43.85714286,아파트,66,0,14,서수원로 607,강남,59.81,수원시 권선구,금곡동,'66,미상,신규,불명확,-24.90328467,중형,68.76042753,37.27946645,126.9540991,49.44929691,안전
296,1996,18091.66667,26800,67.50621891,아파트,66,0,15,서수원로 607,강남,59.81,수원시 권선구,금곡동,'66,미상,신규,불명확,-1.254208623,중형,68.76042753,37.27946645,126.9540991,52.60270301,주의
297,1996,25428.57143,41500,61.27366609,아파트,66,0,15,서수원로 607,강남,84.645,수원시 권선구,금곡동,'66,미상,신규,불명확,-2.370240349,대형,63.64390644,37.27946645,126.9540991,51.37882106,안전
298,1996,18000,26866.66667,66.99751861,아파트,66,0,16,서수원로 607,강남,59.81,수원시 권선구,금곡동,'66,미상,신규,불명확,-1.762908923,중형,68.76042753,37.27946645,126.9540991,52.58928823,주의
299,1996,25885,38150,67.85058978,아파트,66,0,16,서수원로 607,강남,84.645,수원시 권선구,금곡동,'66,미상,신규,불명확,4.206683341,대형,63.64390644,37.27946645,126.9540991,51.5522591,안전
